,col-pi,col-tt,col-gu,col-le,col-pac,col-sho,col-vl,col-bp,col-wg,col-def,col-phy,col-ae,col-pas,col-dri,col-oa,col-pt,Contract,Name,Team
44,224770,1666,4,N/A,83,65,€1.2M,ST,€5K,27,57,24,57,68,66,70,2016 ~ 2022, S. Kashket,Wycombe Wanderers  
45,224915,1610,7,N/A,85,59,€2.1M,CAM,€14K,28,48,22,61,72,67,74,2021 ~ 2025, S. Wright,Rangers FC  
46,225019,1601,7,N/A,67,61,€1.2M,ST,€10K,29,65,23,51,67,64,71,2018 ~ 2021, R. Cisneros,Guadalajara  
47,225383,1751,6,N/A,66,58,€750K,CAM,€4K,56,65,23,62,64,63,69,2020 ~ 2022, H. Charsley,Mansfield Town  
48,225467,1640,5,N/A,61,53,€375K,CDM,€2K,60,69,24,55,59,60,65,2020 ~ 2022, T. Beadling,Barrow  
49,225533,1655,5,"Jun 30, 2021",75,67,€1.8M,ST,€6K,33,71,24,52,66,68,73,"Jun 30, 2021 On Loan", C. Bedia,"FC Sochaux-MontbéliardJun ,  On Loan"
50,225681,1504,0,N/A,55,36,€1.5M,CB,€700,71,68,27,43,49,70,70,2021 ~ 2022, L. León,Barcelona Sporting Club  
51,225872,1827,5,N/A,76,63,€1.3M,CAM,€2K,57,63,23,64,68,66,71,2020 ~ 2022, J. McGrath,St. Mirren  
52,225950,1829,1,N/A,73,62,€1.6M,CAM,€5K,53,58,26,71,75,69,70,2020 ~ 2023, M. Gakpa,Paris FC  
53,226050,1690,7,N/A,76,67,€2.8M,ST,€13K,29,64,23,55,75,69,76,2020 ~ 2023, C. Teuchert,. FC Union Berlin  
54,226084,1533,7,N/A,86,62,€1.2M,ST,€3K,24,62,23,46,63,64,71,2021 ~ 2023, R. Hardie,Plymouth Argyle  
55,226156,1637,5,N/A,78,62,€1.5M,LM,€4K,22,48,23,61,72,67,72,2018 ~ 2022, C. Valenzuela,Famalicão  
56,226279,1401,13,N/A,64,32,€60K,LB,€2K,56,54,18,40,56,54,67,2012 ~ 2020,  D. Kuzmichev,FC Krasnodar  
57,226295,1553,9,N/A,65,59,€2.3M,CAM,€2K,22,34,21,66,77,67,76,2020 ~ 2023, B. Boutobba,Chamois Niortais Football Club  
58,226539,1823,1,N/A,77,59,€3.6M,RM,€8K,45,58,26,70,78,73,74,2019 ~ 2023, Y. Namli,Colorado Rapids  
59,227186,1140,8,N/A,72,64,€2M,GK,€3K,42,64,23,68,75,70,78,2015 ~ 2020,  A. Batalla,CD O'Higgins  
0,202886,1111,1,N/A,70,68,€1.1M,GK,€3K,36,69,28,65,69,69,70,2018 ~ 2022, B. Siegrist,Dundee United  
1,203138,1847,0,N/A,60,55,€750K,CDM,€4K,65,71,27,63,66,65,65,2020 ~ 2021, J. Scowen,Sunderland  
2,203175,1129,2,N/A,67,63,€775K,GK,€3K,41,65,27,61,68,66,68,2019 ~ 2021, L. Burge,Sunderland  
3,203793,1743,0,N/A,68,69,€1.4M,ST,€6K,36,60,29,62,70,69,69,2021 ~ 2021, A. Jóhannsson,Lech Poznań  
4,204136,1877,0,N/A,53,68,€900K,ST,€5K,58,70,33,61,69,69,69,2019 ~ 2021, M. de Leeuw,FC Emmen  
5,204412,1974,1,N/A,63,65,€2.1M,CM,€12K,68,75,27,69,69,71,72,2019 ~ 2022, G. Saville,Middlesbrough  
6,204616,1822,1,N/A,81,42,€1.7M,RB,€13K,61,75,27,64,64,70,71,2019 ~ 2021, A. Almici,Hellas Verona  
7,204709,1811,0,N/A,66,72,€1.7M,ST,€6K,36,66,27,59,71,70,70,2019 ~ 2022, D. Rubio,Colorado Rapids  
8,204776,1625,0,N/A,56,37,€2M,CB,€11K,73,78,29,53,52,72,72,2020 ~ 2022, T. Leistner,Hamburger SV  
9,205257,1869,0,N/A,72,70,€4.5M,LM,€26K,34,67,27,71,77,74,74,2019 ~ 2024, N. Sliti,Ettifaq FC  
10,205361,1661,1,N/A,65,49,€375K,CM,€2K,59,70,26,57,60,61,62,2017 ~ 2021, L. O'Neil,Cambridge United  
11,205712,1694,0,N/A,80,59,€525K,RM,€4K,46,52,26,58,66,63,63,2020 ~ 2022, Bruno Andrade,Salford City  
12,205895,2005,0,N/A,73,65,€3.6M,CDM,€8K,71,76,29,69,74,74,74,2017 ~ 2024, A. Ring,New York City FC  
13,205934,1741,2,"Jun 30, 2021",71,40,€2.7M,LB,€12K,70,67,25,61,69,72,74,"Jun 30, 2021 On Loan", N. Murru,"TorinoJun ,  On Loan"
14,206170,1466,4,N/A,60,27,€725K,CB,€4K,63,74,25,45,50,64,68,2020 ~ 2022, J. Turnbull,Salford City  
15,206263,1650,1,N/A,64,63,€850K,ST,€4K,34,75,26,53,62,65,66,2020 ~ 2023, T. Hopper,Lincoln City  
16,206430,1675,1,N/A,67,67,€1.2M,ST,€4K,31,70,26,54,66,67,68,2018 ~ 2021, J. Pigott,AFC Wimbledon  
17,206535,1646,3,N/A,53,52,€575K,CB,€2K,61,76,25,57,55,63,66,2020 ~ 2021, P. Digby,Cambridge United  
18,207606,1110,1,N/A,68,58,€275K,GK,€850,41,58,27,56,65,61,62,2019 ~ 2021, J. Lynch,Rochdale  
19,207722,1933,0,N/A,75,73,€1.5M,ST,€9K,48,80,33,69,70,72,72,2016 ~ 2022, Cristiano,Kashiwa Reysol  
20,207733,1980,1,N/A,67,64,€3.6M,CM,€10K,66,77,26,70,73,73,74,2019 ~ 2021, Filipe Augusto,Rio Ave FC  
21,207746,1776,0,N/A,65,40,€1.3M,RB,€4K,66,78,27,60,67,69,69,2019 ~ 2021, S. Yago,Stade Malherbe Caen  
22,208018,1800,2,N/A,70,56,€1.1M,CB,€4K,66,74,26,60,61,67,69,2018 ~ 2021, T. Lam,PEC Zwolle  
23,208054,1873,0,N/A,79,74,€3M,ST,€1K,36,72,29,66,72,73,73,2021 ~ 2024, L. Fernández,Nacional de Montevideo  
24,208144,1875,0,N/A,61,69,€3.2M,CAM,€21K,55,49,27,74,76,73,73,2012 ~ 2022, D. Bessa,Hellas Verona  
25,208251,1746,0,N/A,72,68,€1.2M,ST,€33K,37,73,28,56,68,68,68,2012 ~ 2021, S. Longo,Inter  
26,208371,1884,0,N/A,71,61,€1M,LM,€2K,55,66,29,65,71,67,67,2018 ~ 2021, M. Saeid,IK Sirius  
27,208668,1657,3,N/A,76,67,€1.2M,ST,€2K,26,62,24,59,68,66,69,2020 ~ 2023, D. Henen,Grenoble Foot   
28,208675,1641,1,N/A,71,64,€850K,ST,€2K,25,68,26,53,66,65,66,2020 ~ 2022, T. Watt,Motherwell  
29,208769,1910,1,N/A,57,64,€2M,CB,€17K,70,78,26,65,65,71,72,2019 ~ 2022, W. Vaulks,Cardiff City  
30,209315,1738,2,N/A,73,44,€975K,LWB,€4K,61,73,25,57,62,66,68,2019 ~ 2024, D. Butler,Peterborough United  
31,209570,1200,5,N/A,43,25,€35K,CB,€2K,53,66,26,26,31,47,52,2009 ~ 2019,  A. El Abdullah,Al Fateh  
32,210020,1809,1,N/A,77,59,€1M,CAM,€3K,54,61,26,64,73,66,67,2020 ~ 2022, P. Weihrauch,SG Dynamo Dresden  
33,210111,1877,4,N/A,47,61,€2M,CM,€6K,67,72,25,68,70,70,74,2019 ~ 2022, José Rodríguez,Málaga CF  
34,210173,1671,0,N/A,71,59,€550K,ST,€4K,27,70,28,53,63,65,65,2016 ~ 2021,  Chumbi,Lorca FC  
35,210474,1602,1,N/A,46,42,€500K,CB,€1K,62,75,26,53,61,63,64,2020 ~ 2021, P. Erhardt,Türkgücü München  
36,210653,1630,0,N/A,49,42,€1.4M,CB,€8K,70,76,28,53,63,70,70,2011 ~ 2022, L. Quintana,U.N.A.M.  
37,210698,1759,2,N/A,52,48,€1.8M,CDM,€3K,69,70,25,64,64,70,72,2019 ~ 2022, M. Steinmann,Wellington Phoenix  
38,211005,1618,0,N/A,68,27,€2M,CB,€25K,73,75,28,55,62,72,72,2019 ~ 2022, Jang Hyeon Soo,Al Hilal  
39,211177,1906,0,N/A,81,66,€1.5M,LM,€4K,56,70,27,65,68,69,69,2021 ~ 2022, A. Traustason,New England Revolution  
40,211203,1693,1,N/A,67,46,€925K,RB,€3K,63,67,25,58,62,66,67,2012 ~ 2024, S. Long,Oxford United  
41,211453,1694,0,N/A,65,66,€0,ST,€0,44,74,31,51,65,66,66,Free, M. Mohsen, EgyptFree
42,212613,1751,2,N/A,73,73,€2.4M,ST,€6K,29,57,25,66,74,71,73,2019 ~ 2023, W. Saïd,Toulouse Football Club  
43,212909,1498,5,N/A,84,55,€375K,ST,€900,27,62,24,42,61,60,65,2020 ~ 2021, M. Seaton,Viktoria Köln  
44,212947,1736,0,N/A,92,66,€2.6M,RW,€17K,28,53,26,60,78,72,72,2020 ~ 2023, J. Cabot,Angers SCO  
45,213323,1557,1,N/A,62,33,€975K,CB,€6K,67,70,28,50,53,67,68,2019 ~ 2022, S. Decarli,VfL Bochum   
46,213367,1870,1,N/A,73,48,€4.3M,CDM,€24K,69,75,27,66,72,74,75,2019 ~ 2023, L. Abergel,FC Lorient  
47,213573,1211,3,N/A,67,73,€1.9M,GK,€6K,42,71,25,61,71,71,74,2019 ~ 2023, M. Gersbeck,Karlsruher SC  
48,213619,1607,0,N/A,67,68,€675K,ST,€2K,25,68,35,49,69,70,70,2020 ~ 2021, S. Sáez,Unión La Calera  
49,213693,1760,3,N/A,79,59,€1.8M,CAM,€19K,49,58,25,66,74,69,72,2018 ~ 2022, J. Rothwell,Blackburn Rovers  
50,213711,1955,0,N/A,70,64,€2.5M,CDM,€11K,69,75,27,70,72,72,72,2021 ~ 2025, A. Rocha,Club Atlas  
51,213725,1946,5,N/A,75,53,€3.1M,CDM,€7K,71,68,25,69,72,72,77,2017 ~ 2021, L. Phiri,En Avant de Guingamp  
52,213813,1958,1,N/A,68,64,€2.7M,CM,€6K,67,74,26,68,72,72,73,2018 ~ 2021, A. Fransson,IFK Norrköping  
53,213938,1652,2,N/A,58,35,€2.6M,CB,€11K,75,64,25,56,61,72,74,2016 ~ 2022, D. Biraschi,Genoa  
54,213959,1803,5,N/A,64,58,€1.5M,CM,€3K,56,63,24,69,69,67,72,2021 ~ 2023, E. Andersson,Djurgårdens IF  
55,213969,1717,1,N/A,79,57,€700K,LM,€2K,46,62,25,62,64,64,65,2020 ~ 2021, M. Pinnock,Kilmarnock  
56,214302,1959,3,N/A,68,67,€2.8M,CM,€14K,68,71,26,69,72,72,75,2021 ~ 2024, C. Baeza,Deportivo Toluca  
57,214659,1421,1,N/A,48,29,€1.9M,CB,€9K,73,71,26,42,48,71,72,2019 ~ 2022, N. Freire,U.N.A.M.  
58,214817,1871,0,N/A,74,65,€1.7M,LM,€14K,50,76,27,65,70,70,70,2020 ~ 2022, A. Sagal,Denizlispor  
59,215401,1845,0,N/A,65,62,€625K,RWB,€3K,59,79,27,63,62,64,64,2021 ~ 2024, M. Fedele,Universitatea Craiova  
0,184069,1736,0,N/A,57,77,€8M,ST,€19K,39,83,31,54,63,77,77,2019 ~ 2020,  S. Wagner,Tianjin TEDA FC  
1,186680,1156,0,N/A,69,68,€700K,GK,€4K,42,70,32,61,69,69,69,2018 ~ 2021, Raúl Fernández,UD Las Palmas  
2,186681,1262,0,N/A,70,68,€180K,GK,€2K,63,67,35,68,72,70,70,2018 ~ 2021, Alberto,Rayo Vallecano  
3,187925,1687,0,N/A,75,60,€375K,RW,€2K,39,54,28,61,65,63,63,2020 ~ 2020,  Y. Tafer,Neuchâtel Xamax  
4,188600,1966,1,N/A,60,68,€4.3M,CDM,€20K,68,75,27,71,74,74,75,2019 ~ 2022, M. Abeid,FC Nantes  
5,189148,1823,0,"Jun 30, 2021",69,67,€975K,LM,€16K,48,63,30,64,68,67,67,"Jun 30, 2021 On Loan", J. Murphy,"HibernianJun ,  On Loan"
6,189263,1726,0,N/A,72,64,€1.5M,RM,€9K,27,59,30,69,72,70,70,2020 ~ 2021, T. Torun,Çaykur Rizespor  
7,189272,1902,0,N/A,75,69,€1.4M,ST,€5K,56,75,30,62,69,69,69,2020 ~ 2023, A. Esswein,SV Sandhausen  
8,189357,1325,0,N/A,69,69,€925K,GK,€9K,49,70,32,70,72,71,71,2017 ~ 2022, C. Toselli,CD Palestino  
9,189437,1691,0,N/A,82,63,€1.1M,RW,€6K,19,55,28,67,72,69,69,2017 ~ 2019,  C. Pasquato,Legia Warszawa  
10,189510,1834,0,N/A,76,61,€1M,CAM,€8K,41,56,30,72,73,69,69,2017 ~ 2019,  Jeffrén,Grasshopper Club Zürich  
11,189536,1739,0,N/A,49,69,€1M,ST,€6K,33,65,30,63,69,67,67,2017 ~ 2021, D. Čop,Standard de Liège  
12,189600,1948,0,N/A,60,72,€0,CM,€0,58,65,30,77,73,73,73,Free, J. Hušbauer, Czech RepublicFree
13,189857,1900,0,N/A,72,74,€3M,ST,€23K,43,66,30,65,73,73,73,2019 ~ 2024, Quique,SD Eibar  
14,189910,1651,0,N/A,70,63,€600K,ST,€3K,35,84,28,48,57,64,64,2021 ~ 2021, C. Main,Shrewsbury  
15,189944,1732,0,N/A,76,39,€1M,RB,€9K,64,75,30,59,66,68,68,2018 ~ 2021, L. Gassama,Göztepe SK  
16,190276,1636,0,N/A,47,38,€1.6M,CB,€7K,72,82,31,48,49,72,72,2020 ~ 2022, S. Sunzu,Shijiazhuang Ever Bright F.C.  
17,190659,1735,0,N/A,82,65,€975K,LM,€3K,32,58,30,64,65,67,67,2018 ~ 2021, H. Bazile,Le Havre AC  
18,190670,1418,0,N/A,32,37,€230K,CB,€2K,64,69,33,43,46,63,63,2018 ~ 2021, D. Maroh,KFC Uerdingen   
19,190782,1911,0,N/A,52,69,€3.3M,CB,€13K,74,72,30,67,68,73,73,2018 ~ 2020,  Sandro,Genoa  
20,190915,1865,0,N/A,62,73,€2.5M,ST,€19K,46,80,32,65,69,73,73,2020 ~ 2023, K. Wilczek,FC København  
21,190931,1752,0,N/A,44,49,€1.1M,CB,€10K,74,74,33,64,53,72,72,2020 ~ 2022, E. Zukanović,Fatih Karagümrük S.K.  
22,191055,1868,0,N/A,71,52,€2.2M,LB,€7K,71,74,31,67,68,73,73,2017 ~ 2022, Dídac Vilà,RCD Espanyol  
23,191333,1907,0,N/A,88,57,€1.6M,LB,€8K,62,68,29,64,72,71,71,2009 ~ 2022, K. Noborizato,Kawasaki Frontale  
24,191488,1858,0,N/A,66,51,€1.6M,CB,€13K,70,78,31,61,60,72,72,2017 ~ 2022, L. Orbán,Racing Club  
25,192073,1968,0,N/A,65,68,€2.3M,CM,€12K,69,64,29,73,74,72,72,2021 ~ 2022, A. Bertolacci,Fatih Karagümrük S.K.  
26,192091,1770,0,N/A,58,48,€2.9M,CB,€45K,75,77,31,57,49,74,74,2020 ~ 2023, Welinton,Beşiktaş JK  
27,192102,1932,0,N/A,80,59,€2M,LB,€17K,66,64,30,69,72,72,72,2020 ~ 2022, N. Hult,Hannover   
28,192285,1626,0,N/A,62,62,€500K,CF,€1K,32,61,31,63,66,64,64,2019 ~ 2023, J. Chibuike,Falkenbergs FF  
29,192490,1919,0,N/A,89,69,€1.5M,RW,€7K,40,71,32,68,71,71,71,2020 ~ 2023, Juan Villar,UD Almería  
30,192624,1830,0,N/A,76,57,€925K,LWB,€5K,62,64,28,63,68,67,67,2016 ~ 2021, S. Ferguson,Millwall  
31,192715,1485,0,N/A,53,35,€1M,CB,€4K,66,77,29,54,47,68,68,2016 ~ 2022, Juanpe,Girona FC  
32,192766,1784,3,N/A,48,43,€4.3M,CB,€8K,72,71,27,64,66,73,76,2018 ~ 2021,  Marc Muniesa,Girona FC  
33,192811,1777,5,N/A,61,57,€450K,CM,€3K,58,67,24,60,63,63,68,2016 ~ 2017,  J. Payne,Blackpool  
34,194018,1792,0,N/A,67,69,€1.6M,ST,€10K,43,80,29,55,66,70,70,2017 ~ 2021, J. Collins,Luton Town  
35,194406,1756,0,N/A,73,51,€4.7M,CB,€25K,74,79,29,52,55,74,74,2014 ~ 2020,  Manoel,Trabzonspor  
36,194876,1875,3,N/A,85,68,€4M,ST,€15K,42,75,25,62,71,72,75,2018 ~ 2021,  M. Kanunnikov,SKA Khabarovsk  
37,195126,1772,0,N/A,68,67,€1M,ST,€6K,40,86,28,53,60,67,67,2019 ~ 2022, J. Marquis,Portsmouth  
38,197117,1791,0,N/A,78,63,€0,RM,€0,31,54,29,72,78,73,73,Free, I. Fetfatzidis, GreeceFree
39,197813,1963,0,N/A,59,69,€2.9M,CM,€33K,66,67,30,74,72,73,73,2019 ~ 2022, J. Martin,Stade Rennais FC  
40,198538,1788,1,N/A,59,58,€1.1M,CB,€4K,67,81,28,55,56,68,69,2019 ~ 2021, B. Paulsen,FC Ingolstadt   
41,198625,1340,0,N/A,69,70,€1M,GK,€18K,60,63,28,71,71,69,69,2018 ~ 2023, S. Bain,Celtic  
42,198653,1119,0,N/A,78,73,€625K,GK,€600,31,73,37,72,81,75,75,2019 ~ 2021, M. Silva,Club Libertad  
43,198726,1659,0,N/A,80,66,€1.3M,ST,€3K,34,66,27,55,65,68,68,2021 ~ 2021, R. Boakye,Górnik Zabrze  
44,198843,1859,0,N/A,72,56,€1.5M,RM,€7K,67,63,32,68,72,71,71,2014 ~ 2021, Aday Benítez,Girona FC  
45,199101,1164,0,N/A,67,69,€950K,GK,€4K,51,69,29,63,67,69,69,2020 ~ 2021, Raúl Lizoain,CD Mirandés  
46,199108,1620,0,N/A,77,63,€525K,LM,€500,21,66,33,62,65,66,66,2018 ~ 2024, M. Arroyo,Barcelona Sporting Club  
47,199191,1770,0,N/A,75,39,€1.4M,RB,€13K,68,74,28,59,63,70,70,2019 ~ 2023, D. Appiah,FC Nantes  
48,199413,1937,0,N/A,73,70,€1.9M,RM,€15K,42,70,31,75,72,72,72,2017 ~ 2023, T. Kempe,SV Darmstadt   
49,199692,1727,0,N/A,59,43,€2.5M,CB,€32K,75,71,30,58,58,73,73,2019 ~ 2021, H. Mier,Guadalajara  
50,199960,1775,0,N/A,75,65,€1.6M,CAM,€24K,39,50,28,69,72,70,70,2016 ~ 2021, J. Paterson,Bristol City  
51,200446,1919,0,N/A,77,77,€3.6M,ST,€14K,34,66,31,68,78,74,74,2020 ~ 2023, Camilo Sanvezzo,Mazatlán FC  
52,200900,1801,1,N/A,65,60,€550K,CAM,€950,53,64,26,64,64,63,64,2019 ~ 2021, S. Murray,Dundalk  
53,201016,1737,0,N/A,64,46,€875K,RB,€4K,65,65,30,60,65,67,67,2019 ~ 2022, O. Sorg,. FC Nürnberg  
54,201049,1591,0,N/A,59,31,€3.5M,CB,€16K,78,67,30,44,59,74,74,2020 ~ 2022, L. Tonelli,Sampdoria  
55,201363,1752,0,N/A,74,64,€1.5M,RW,€3K,34,65,27,61,76,69,69,2016 ~ 2022, Ryder Matos,Empoli  
56,201403,1783,0,"Jun 30, 2021",73,69,€1.2M,ST,€5K,41,69,29,60,68,68,68,"Jun 30, 2021 On Loan", Álvaro Vázquez,"CE Sabadell FCJun ,  On Loan"
57,202061,2023,0,N/A,59,70,€3.5M,CM,€27K,71,75,31,73,71,74,74,2020 ~ 2023, J. Kurtić,Parma  
58,202771,1876,0,N/A,69,60,€1.5M,CM,€5K,61,63,27,72,70,69,69,2019 ~ 2023, J. Newell,Hibernian  
59,202814,1797,0,N/A,88,52,€1.4M,RB,€15K,63,66,28,61,70,70,70,2020 ~ 2022, N. Byrne,Derby County  
0,51123,1735,0,N/A,29,60,€220K,CM,€4K,68,60,36,71,64,66,66,2017 ~ 2020,  M. Bodmer,Amiens SC  
1,53352,1570,0,N/A,32,44,€0,CDM,€1K,59,73,41,55,56,59,59,2017 ~ 2021, D. Bulman,Crawley Town  
2,110974,1223,0,N/A,71,72,€210K,GK,€4K,53,71,36,68,71,71,71,2020 ~ 2021, Riesgo,CD Leganés  
3,111590,1785,0,"Jun 30, 2021",77,59,€450K,RM,€3K,53,65,33,65,67,65,65,"Jun 30, 2021 On Loan", L. Feeney,"Tranmere RoversJun ,  On Loan"
4,118646,1719,0,N/A,59,66,€250K,ST,€4K,36,66,35,61,66,64,64,2020 ~ 2022, I. Henderson,Salford City  
5,121933,1114,0,N/A,77,76,€5M,GK,€20K,28,80,33,70,78,78,78,2017 ~ 2019,  R. Adler,. FSV Mainz   
6,125995,1643,0,N/A,47,71,€350K,ST,€5K,41,66,37,56,58,67,67,2020 ~ 2021, U. Bulut,Yeni Malatyaspor  
7,134906,1919,0,N/A,63,74,€1.3M,ST,€20K,50,72,32,70,68,71,71,2016 ~ 2017,  M. Chamakh,Cardiff City  
8,135451,1239,0,N/A,78,70,€675K,GK,€26K,46,75,38,58,79,75,75,2014 ~ 2020,  Gomes,Watford  
9,136130,1757,0,N/A,51,56,€4.5M,CB,€80K,81,79,33,47,54,79,79,2014 ~ 2016,  Alex,Milan  
10,136137,1971,0,N/A,63,75,€1.7M,CAM,€40K,59,58,34,77,73,74,74,2015 ~ 2016,  Elano,Santos  
11,137262,1820,0,N/A,54,76,€4.2M,ST,€50K,44,75,33,66,63,75,75,2006 ~ 2018,  S. Kießling,Bayer  Leverkusen  
12,137782,1977,0,N/A,69,60,€2.2M,CDM,€50K,73,72,32,72,74,73,73,2015 ~ 2018,  G. Johnson,Stoke City  
13,137823,1442,8,N/A,72,67,€0,CF,€0,51,55,31,71,74,72,80,2007,  Pedrinho,Figueirense
14,140201,1606,0,N/A,40,68,€200K,ST,€2K,25,58,38,62,65,64,64,2021 ~ 2022, Y. Okubo,Cerezo Osaka  
15,140422,1490,0,N/A,48,38,€190K,CB,€4K,64,63,34,51,53,64,64,2020 ~ 2021, A. Baptiste,Bolton Wanderers  
16,143809,1889,0,"May 31, 2021",72,73,€2.4M,ST,€28K,37,65,28,69,73,72,72,"May 31, 2021 On Loan", M. Demir,"Gazişehir Gaziantep F.K.May ,  On Loan"
17,146741,1860,0,N/A,66,55,€1.4M,CB,€70K,76,74,33,66,59,74,74,2016 ~ 2017,  Arbeloa,West Ham United  
18,147627,2017,0,N/A,77,67,€1.6M,CM,€30K,66,57,32,70,74,72,72,2015 ~ 2018,  D. Torbinskiy,FC Krasnodar  
19,151270,1728,0,N/A,46,64,€230K,CAM,€2K,43,54,39,67,67,65,65,2014 ~ 2021, J. Coppinger,Doncaster Rovers  
20,155463,1720,0,N/A,56,50,€950K,CB,€6K,69,69,31,58,55,69,69,2020 ~ 2022, V. Găman,Astra Giurgiu  
21,157043,1596,0,N/A,40,67,€130K,CAM,€3K,30,60,34,66,64,62,62,2014 ~ 2017,  A. Bautista,Chivas USA  
22,157427,1834,0,N/A,72,69,€2.9M,CAM,€20K,31,68,30,70,75,72,72,2018 ~ 2018,  A. Dejagah,Nottingham Forest  
23,158293,1814,0,N/A,38,64,€200K,CDM,€5K,67,60,39,67,66,67,67,2010 ~ 2024, Zheng Zhi,Guangzhou Evergrande Taobao FC  
24,161468,1878,0,N/A,60,54,€525K,CDM,€10K,74,82,39,70,65,76,76,2016 ~ 2019,  P. Guiñazú,Club Atlético Talleres  
25,162280,2000,0,N/A,72,74,€3.5M,CAM,€17K,47,74,33,73,77,75,75,2021 ~ 2025, A. Mierzejewski,Shanghai Greenland Shenhua FC  
26,162369,1853,0,N/A,48,76,€1.8M,ST,€20K,43,71,35,67,69,74,74,2020 ~ 2020, V. Ibišević,FC Schalke   
27,162886,1601,0,N/A,50,45,€350K,CB,€4K,66,73,33,54,48,67,67,2019 ~ 2020,  R. Martin,Milton Keynes Dons  
28,164505,1178,0,N/A,70,68,€180K,GK,€2K,37,70,35,70,68,70,70,2017 ~ 2023, B. Guzan,Atlanta United  
29,164559,1775,0,N/A,37,73,€550K,ST,€4K,47,72,37,59,64,70,70,2009 ~ 2021, C. Wondolowski,San Jose Earthquakes  
30,165321,1817,0,N/A,54,58,€375K,LB,€5K,66,71,34,63,63,67,67,2020 ~ 2021, S. Ward,Ipswich Town  
31,165434,1792,0,N/A,49,61,€775K,CB,€6K,68,68,30,64,62,69,69,2018 ~ 2022,  D. Digard,Lorca FC  
32,166937,1132,1,N/A,73,73,€4.4M,GK,€30K,41,74,29,71,74,74,75,2012 ~ 2019,  A. Sinitsyn,FC Krasnodar  
33,167111,1472,0,"Jun 30, 2018",35,37,€725K,CB,€15K,72,72,34,52,48,71,71,"Jun 30, 2018 On Loan",  D. Belorukov,"Amkar PermJun ,  On Loan"
34,167194,1649,0,N/A,50,38,€400K,CDM,€3K,65,75,34,60,56,68,68,2021 ~ 2021, J. Kankava,Valenciennes FC  
35,167549,1969,0,N/A,75,61,€4.8M,RB,€30K,73,66,30,73,71,75,75,2017 ~ 2020,  R. Shishkin,FC Krasnodar  
36,167926,1733,0,N/A,63,50,€350K,CDM,€3K,62,80,33,58,62,65,65,2020 ~ 2021, A. Grant,Swindon Town  
37,171033,1119,0,N/A,66,61,€375K,GK,€5K,36,66,31,58,65,65,65,2018 ~ 2021, M. Andersen,FC Midtjylland  
38,172124,1907,0,N/A,77,73,€3.5M,ST,€15K,34,74,33,66,73,74,74,2019 ~ 2020,  M. Sow,Gazişehir Gaziantep F.K.  
39,172198,1139,0,N/A,72,70,€325K,GK,€14K,52,72,34,65,73,71,71,2005 ~ 2022, J. Moulin,AS Saint-Étienne  
40,172716,1862,0,N/A,59,67,€1.6M,CM,€5K,54,65,30,71,67,70,70,2018 ~ 2019,  Álex López,Brisbane Roar  
41,172939,1242,0,N/A,68,70,€180K,GK,€6K,47,72,35,68,71,70,70,2014 ~ 2021, K. Westwood,Sheffield Wednesday  
42,172952,1664,0,N/A,53,57,€240K,CDM,€2K,61,73,33,59,59,63,63,2020 ~ 2021, T. Diagouraga,Morecambe  
43,173703,1770,0,N/A,60,52,€1.1M,CB,€11K,68,78,31,63,64,70,70,2018 ~ 2021, R. Williams,Al Qadisiyah  
44,173859,1745,0,N/A,71,66,€725K,ST,€5K,37,63,31,57,68,66,66,2018 ~ 2021, S. Baldock,Reading  
45,175105,1896,0,N/A,59,58,€475K,CB,€6K,68,66,29,67,69,65,65,2011 ~ 2015,  W. Palacios,Stoke City  
46,176048,1835,0,N/A,73,72,€1.3M,ST,€6K,35,78,35,61,71,73,73,2020 ~ 2020, K. Kamara,Minnesota United FC  
47,176348,1805,0,N/A,41,67,€375K,CAM,€2K,46,61,37,76,70,68,68,2010 ~ 2021, Yeom Ki Hun,Suwon Samsung Bluewings  
48,176526,1323,0,N/A,74,71,€475K,GK,€6K,45,75,36,72,74,74,74,2018 ~ 2021, L. Burián,Club Atlético Colón  
49,176841,1777,0,N/A,56,67,€1.2M,ST,€10K,44,82,31,57,63,69,69,2017 ~ 2022, L. Jutkiewicz,Birmingham City  
50,176915,1976,0,N/A,61,69,€1.9M,CM,€25K,71,68,34,74,72,74,74,2020 ~ 2021, A. Fernández,Cádiz CF  
51,176957,1595,0,N/A,80,44,€2.5M,CB,€35K,76,74,29,41,40,74,74,2016 ~ 2018,  Felipe Santana,Kuban Krasnodar  
52,177100,1828,0,N/A,62,67,€500K,CF,€10K,47,59,32,67,66,66,66,2016 ~ 2019,  T. Werner,VfB Stuttgart  
53,177278,1736,0,N/A,54,64,€250K,ST,€1K,40,68,35,58,66,65,65,2018 ~ 2019,  D. Rangelov,FC Energie Cottbus  
54,177528,1675,0,N/A,57,67,€925K,ST,€27K,37,65,34,58,66,70,70,2016 ~ 2020,  A. Matri,Sassuolo  
55,178535,1739,0,N/A,53,74,€2M,ST,€13K,30,68,33,62,71,72,72,2020 ~ 2020,  P. Osvaldo,Club Atlético Banfield  
56,183449,1901,0,N/A,68,59,€725K,LB,€7K,64,72,33,66,64,69,69,2014 ~ 2022, J. Jacobson,Wycombe Wanderers  
57,183513,1114,0,N/A,70,60,€450K,GK,€5K,45,63,31,58,70,66,66,2016 ~ 2022, J. Grahl,VfB Stuttgart  
